run_id,driver_id,taiwan_code,ticker,name,reaction_state,candidate_action,decision_stage,stock_vs_etf_state,entry_trigger_state,recorded_at,decision_session
20260908T080641+0800-3df4fce0,CONTAINER_FREIGHT,2615,2615.TW,萬海,PERSISTENT,WATCH_RESEARCH,GATE_1_CAUSAL,ETF_CORE_PREFERRED,NOT_TRIGGERED,2026-09-08T00:13:18.726167+00:00,2026-09-07
20260908T080641+0800-3df4fce0,DRAM_PRICING,2408,2408.TW,南亞科,PERSISTENT,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-08T00:13:18.726167+00:00,2026-09-07
20260908T080641+0800-3df4fce0,AI_SERVER_SHIPMENTS,6669,6669.TW,緯穎,PERSISTENT,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_ALPHA_RESEARCH,NOT_TRIGGERED,2026-09-08T00:13:18.726167+00:00,2026-09-07
20260908T080641+0800-3df4fce0,SPECIALTY_MEMORY_PRICING,2344,2344.TW,華邦電,PERSISTENT,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-08T00:13:18.726167+00:00,2026-09-07
20260908T080641+0800-3df4fce0,AI_SERVER_SHIPMENTS,3231,3231.TW,緯創,PERSISTENT,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_ALPHA_RESEARCH,NOT_TRIGGERED,2026-09-08T00:13:18.726167+00:00,2026-09-07
20260908T080641+0800-3df4fce0,MEMORY_IC_CYCLE,3006,3006.TW,晶豪科,PERSISTENT,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-08T00:13:18.726167+00:00,2026-09-07
20260908T080641+0800-3df4fce0,FINANCIALS_RATE_CREDIT_CYCLE,2882,2882.TW,國泰金,PERSISTENT,WATCH_RESEARCH,GATE_1_CAUSAL,ETF_CORE_PREFERRED,NOT_TRIGGERED,2026-09-08T00:13:18.726167+00:00,2026-09-07
20260908T080641+0800-3df4fce0,FINANCIALS_RATE_CREDIT_CYCLE,2881,2881.TW,富邦金,PERSISTENT,WATCH_RESEARCH,GATE_1_CAUSAL,ETF_CORE_PREFERRED,NOT_TRIGGERED,2026-09-08T00:13:18.726167+00:00,2026-09-07
20260908T080641+0800-3df4fce0,MATURE_NODE_FOUNDRY_UTILIZATION,2303,2303.TW,聯電,CONFIRMING,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-08T00:13:18.726167+00:00,2026-09-07
20260908T080641+0800-3df4fce0,CONTAINER_FREIGHT,2603,2603.TW,長榮,PULLBACK,WATCH_RESEARCH,GATE_1_CAUSAL,ETF_CORE_PREFERRED,NOT_TRIGGERED,2026-09-08T00:13:18.726167+00:00,2026-09-07
20260908T080641+0800-3df4fce0,LEADING_EDGE_FOUNDRY_AI_DEMAND,2330,2330.TW,台積電,PRE_CONFIRMATION,WATCH_RESEARCH,GATE_1_CAUSAL,ETF_CORE_PREFERRED,NOT_TRIGGERED,2026-09-08T00:13:18.726167+00:00,2026-09-07
20260908T080641+0800-3df4fce0,AI_SERVER_THERMAL_DENSITY,3017,3017.TW,奇鋐,PERSISTENT,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-08T00:13:18.726167+00:00,2026-09-07
20260908T080641+0800-3df4fce0,NAND_STORAGE_CYCLE,4967,4967.TW,十銓,PRE_CONFIRMATION,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_ALPHA_RESEARCH,NOT_TRIGGERED,2026-09-08T00:13:18.726167+00:00,2026-09-07
20260908T080641+0800-3df4fce0,POWER_ELECTRONICS_CAPEX,2308,2308.TW,台達電,CONFIRMING,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_ALPHA_RESEARCH,NOT_TRIGGERED,2026-09-08T00:13:18.726167+00:00,2026-09-07
20260908T080641+0800-3df4fce0,DATACENTER_POWER_INFRA,2308,2308.TW,台達電,CONFIRMING,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-08T00:13:18.726167+00:00,2026-09-07
20260908T080641+0800-3df4fce0,FINANCIALS_RATE_CREDIT_CYCLE,2891,2891.TW,中信金,PRE_CONFIRMATION,WATCH_RESEARCH,GATE_1_CAUSAL,ETF_CORE_PREFERRED,NOT_TRIGGERED,2026-09-08T00:13:18.726167+00:00,2026-09-07
20260908T080641+0800-3df4fce0,FINANCIALS_RATE_CREDIT_CYCLE,2886,2886.TW,兆豐金,PRE_CONFIRMATION,WATCH_RESEARCH,GATE_1_CAUSAL,ETF_CORE_PREFERRED,NOT_TRIGGERED,2026-09-08T00:13:18.726167+00:00,2026-09-07
20260908T080641+0800-3df4fce0,AI_SERVER_SHIPMENTS,2382,2382.TW,廣達,UNKNOWN,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-08T00:13:18.726167+00:00,2026-09-07
20260908T080641+0800-3df4fce0,NAND_STORAGE_CYCLE,8299,8299.TWO,群聯,UNKNOWN,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-08T00:13:18.726167+00:00,2026-09-07
20260908T080641+0800-3df4fce0,AI_SERVER_THERMAL_DENSITY,8996,8996.TW,高力,CONFIRMING,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-08T00:13:18.726167+00:00,2026-09-07
20260908T080641+0800-3df4fce0,DATACENTER_COOLING_INFRA,3017,3017.TW,奇鋐,PERSISTENT,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-08T00:13:18.726167+00:00,2026-09-07
20260908T080641+0800-3df4fce0,NAND_STORAGE_CYCLE,3260,3260.TWO,威剛,UNKNOWN,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-08T00:13:18.726167+00:00,2026-09-07
20260908T080641+0800-3df4fce0,DATACENTER_COOLING_INFRA,8996,8996.TW,高力,CONFIRMING,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-08T00:13:18.726167+00:00,2026-09-07
20260908T080641+0800-3df4fce0,AI_SERVER_SHIPMENTS,2317,2317.TW,鴻海,PRE_CONFIRMATION,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_ALPHA_RESEARCH,NOT_TRIGGERED,2026-09-08T00:13:18.726167+00:00,2026-09-07
20260908T080641+0800-3df4fce0,MATURE_NODE_FOUNDRY_UTILIZATION,6770,6770.TW,力積電,UNKNOWN,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-08T00:13:18.726167+00:00,2026-09-07
20260908T080641+0800-3df4fce0,POWER_ELECTRONICS_CAPEX,1513,1513.TW,中興電,PRE_CONFIRMATION,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_ALPHA_RESEARCH,NOT_TRIGGERED,2026-09-08T00:13:18.726167+00:00,2026-09-07
20260908T080641+0800-3df4fce0,MEMORY_IC_CYCLE,5351,5351.TWO,鈺創,PULLBACK,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-08T00:13:18.726167+00:00,2026-09-07
20260908T080641+0800-3df4fce0,SPECIALTY_MEMORY_PRICING,2337,2337.TW,旺宏,BROKEN,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-08T00:13:18.726167+00:00,2026-09-07
20260908T080641+0800-3df4fce0,AI_SERVER_RACK_BUILD,2376,2376.TW,技嘉,PRE_CONFIRMATION,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_ALPHA_RESEARCH,NOT_TRIGGERED,2026-09-08T00:13:18.726167+00:00,2026-09-07
20260908T080641+0800-3df4fce0,AI_SERVER_SHIPMENTS,2356,2356.TW,英業達,PULLBACK,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-08T00:13:18.726167+00:00,2026-09-07
20260908T080641+0800-3df4fce0,MATURE_NODE_FOUNDRY_UTILIZATION,5347,5347.TWO,世界,BROKEN,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-08T00:13:18.726167+00:00,2026-09-07
20260908T080641+0800-3df4fce0,NAND_STORAGE_CYCLE,5289,5289.TWO,宜鼎,BROKEN,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-08T00:13:18.726167+00:00,2026-09-07
20260908T080641+0800-3df4fce0,POWER_ELECTRONICS_CAPEX,1519,1519.TW,華城,UNKNOWN,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_ALPHA_RESEARCH,NOT_TRIGGERED,2026-09-08T00:13:18.726167+00:00,2026-09-07
20260908T080641+0800-3df4fce0,AI_NETWORKING_UPGRADE,2345,2345.TW,智邦,BROKEN,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-08T00:13:18.726167+00:00,2026-09-07
20260908T080641+0800-3df4fce0,COPPER_COMMODITY_TRADE_INVENTORY,1608,1608.TW,華榮,UNKNOWN,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-08T00:13:18.726167+00:00,2026-09-07
20260908T080641+0800-3df4fce0,CONSUMER_ELECTRONICS_CYCLE,4938,4938.TW,和碩,CONFIRMING,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-08T00:13:18.726167+00:00,2026-09-07
20260908T080641+0800-3df4fce0,AI_SERVER_THERMAL_DENSITY,6230,6230.TW,尼得科超眾,BROKEN,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-08T00:13:18.726167+00:00,2026-09-07
20260908T080641+0800-3df4fce0,DATACENTER_POWER_INFRA,6409,6409.TW,旭隼,BROKEN,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-08T00:13:18.726167+00:00,2026-09-07
20260908T080641+0800-3df4fce0,COPPER_COMMODITY_TRADE_INVENTORY,1609,1609.TW,大亞,BROKEN,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-08T00:13:18.726167+00:00,2026-09-07
20260908T080641+0800-3df4fce0,AI_SERVER_THERMAL_DENSITY,3324,3324.TWO,雙鴻,EXTENDED,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-08T00:13:18.726167+00:00,2026-09-07
20260908T080641+0800-3df4fce0,AI_NETWORKING_UPGRADE,6285,6285.TW,啟碁,BROKEN,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-08T00:13:18.726167+00:00,2026-09-07
20260908T080641+0800-3df4fce0,CONSUMER_ELECTRONICS_CYCLE,2317,2317.TW,鴻海,PRE_CONFIRMATION,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-08T00:13:18.726167+00:00,2026-09-07
20260908T080641+0800-3df4fce0,BIOPHARMA_RISK_APPETITE,6446,6446.TW,藥華藥,PULLBACK,WATCH_RESEARCH,GATE_1_CAUSAL,ETF_CORE_PREFERRED,NOT_TRIGGERED,2026-09-08T00:13:18.726167+00:00,2026-09-07
20260908T080641+0800-3df4fce0,AI_NETWORKING_UPGRADE,3596,3596.TW,智易,BROKEN,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-08T00:13:18.726167+00:00,2026-09-07
20260908T080641+0800-3df4fce0,AI_NETWORKING_UPGRADE,5388,5388.TW,中磊,BROKEN,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-08T00:13:18.726167+00:00,2026-09-07
20260908T080641+0800-3df4fce0,COPPER_COMMODITY_TRADE_INVENTORY,1605,1605.TW,華新,PULLBACK,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-08T00:13:18.726167+00:00,2026-09-07
20260908T080641+0800-3df4fce0,AI_SERVER_RACK_BUILD,3693,3693.TWO,營邦,EXTENDED,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-08T00:13:18.726167+00:00,2026-09-07
20260908T080641+0800-3df4fce0,DATACENTER_COOLING_INFRA,3324,3324.TWO,雙鴻,EXTENDED,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-08T00:13:18.726167+00:00,2026-09-07
20260908T080641+0800-3df4fce0,BIOPHARMA_RISK_APPETITE,6472,6472.TW,保瑞,UNKNOWN,WATCH_RESEARCH,GATE_1_CAUSAL,ETF_CORE_PREFERRED,NOT_TRIGGERED,2026-09-08T00:13:18.726167+00:00,2026-09-07
20260908T080641+0800-3df4fce0,AI_NETWORKING_UPGRADE,3704,3704.TW,合勤控,BROKEN,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-08T00:13:18.726167+00:00,2026-09-07
20260908T085056+0800-7bed948e,CONTAINER_FREIGHT,2609,2609.TW,陽明,PERSISTENT,WATCH_RESEARCH,GATE_1_CAUSAL,ETF_CORE_PREFERRED,NOT_TRIGGERED,2026-09-08T00:59:33.417566+00:00,2026-09-07
20260908T085056+0800-7bed948e,CONTAINER_FREIGHT,2615,2615.TW,萬海,PERSISTENT,WATCH_RESEARCH,GATE_1_CAUSAL,ETF_CORE_PREFERRED,NOT_TRIGGERED,2026-09-08T00:59:33.417566+00:00,2026-09-07
20260908T085056+0800-7bed948e,DRY_BULK_FREIGHT,2606,2606.TW,裕民,PERSISTENT,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_ALPHA_RESEARCH,NOT_TRIGGERED,2026-09-08T00:59:33.417566+00:00,2026-09-07
20260908T085056+0800-7bed948e,DRY_BULK_FREIGHT,2637,2637.TW,慧洋-KY,PERSISTENT,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_ALPHA_RESEARCH,NOT_TRIGGERED,2026-09-08T00:59:33.417566+00:00,2026-09-07
20260908T085056+0800-7bed948e,DRY_BULK_FREIGHT,2605,2605.TW,新興,PERSISTENT,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_ALPHA_RESEARCH,NOT_TRIGGERED,2026-09-08T00:59:33.417566+00:00,2026-09-07
20260908T085056+0800-7bed948e,DRY_BULK_FREIGHT,2617,2617.TW,台航,PERSISTENT,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_ALPHA_RESEARCH,NOT_TRIGGERED,2026-09-08T00:59:33.417566+00:00,2026-09-07
20260908T085056+0800-7bed948e,AI_SERVER_SHIPMENTS,6669,6669.TW,緯穎,PERSISTENT,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_ALPHA_RESEARCH,NOT_TRIGGERED,2026-09-08T00:59:33.417566+00:00,2026-09-07
20260908T085056+0800-7bed948e,MEMORY_IC_CYCLE,3006,3006.TW,晶豪科,PERSISTENT,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-08T00:59:33.417566+00:00,2026-09-07
20260908T085056+0800-7bed948e,MATURE_NODE_FOUNDRY_UTILIZATION,6770,6770.TW,力積電,PERSISTENT,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-08T00:59:33.417566+00:00,2026-09-07
20260908T085056+0800-7bed948e,FINANCIALS_RATE_CREDIT_CYCLE,2881,2881.TW,富邦金,PERSISTENT,WATCH_RESEARCH,GATE_1_CAUSAL,ETF_CORE_PREFERRED,NOT_TRIGGERED,2026-09-08T00:59:33.417566+00:00,2026-09-07
20260908T085056+0800-7bed948e,FINANCIALS_RATE_CREDIT_CYCLE,2882,2882.TW,國泰金,PERSISTENT,WATCH_RESEARCH,GATE_1_CAUSAL,ETF_CORE_PREFERRED,NOT_TRIGGERED,2026-09-08T00:59:33.417566+00:00,2026-09-07
20260908T085056+0800-7bed948e,MATURE_NODE_FOUNDRY_UTILIZATION,2303,2303.TW,聯電,CONFIRMING,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-08T00:59:33.417566+00:00,2026-09-07
20260908T085056+0800-7bed948e,CONTAINER_FREIGHT,2603,2603.TW,長榮,PULLBACK,WATCH_RESEARCH,GATE_1_CAUSAL,ETF_CORE_PREFERRED,NOT_TRIGGERED,2026-09-08T00:59:33.417566+00:00,2026-09-07
20260908T085056+0800-7bed948e,LEADING_EDGE_FOUNDRY_AI_DEMAND,2330,2330.TW,台積電,PRE_CONFIRMATION,WATCH_RESEARCH,GATE_1_CAUSAL,ETF_CORE_PREFERRED,NOT_TRIGGERED,2026-09-08T00:59:33.417566+00:00,2026-09-07
20260908T085056+0800-7bed948e,AI_SERVER_SHIPMENTS,3231,3231.TW,緯創,PRE_CONFIRMATION,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_ALPHA_RESEARCH,NOT_TRIGGERED,2026-09-08T00:59:33.417566+00:00,2026-09-07
20260908T085056+0800-7bed948e,NAND_STORAGE_CYCLE,4967,4967.TW,十銓,PRE_CONFIRMATION,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_ALPHA_RESEARCH,NOT_TRIGGERED,2026-09-08T00:59:33.417566+00:00,2026-09-07
20260908T085056+0800-7bed948e,DRAM_PRICING,2408,2408.TW,南亞科,UNKNOWN,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-08T00:59:33.417566+00:00,2026-09-07
20260908T085056+0800-7bed948e,AI_SERVER_THERMAL_DENSITY,3017,3017.TW,奇鋐,PERSISTENT,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-08T00:59:33.417566+00:00,2026-09-07
20260908T085056+0800-7bed948e,SPECIALTY_MEMORY_PRICING,2344,2344.TW,華邦電,UNKNOWN,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-08T00:59:33.417566+00:00,2026-09-07
20260908T085056+0800-7bed948e,FINANCIALS_RATE_CREDIT_CYCLE,2891,2891.TW,中信金,PRE_CONFIRMATION,WATCH_RESEARCH,GATE_1_CAUSAL,ETF_CORE_PREFERRED,NOT_TRIGGERED,2026-09-08T00:59:33.417566+00:00,2026-09-07
20260908T085056+0800-7bed948e,FINANCIALS_RATE_CREDIT_CYCLE,2886,2886.TW,兆豐金,PRE_CONFIRMATION,WATCH_RESEARCH,GATE_1_CAUSAL,ETF_CORE_PREFERRED,NOT_TRIGGERED,2026-09-08T00:59:33.417566+00:00,2026-09-07
20260908T085056+0800-7bed948e,NAND_STORAGE_CYCLE,8299,8299.TWO,群聯,UNKNOWN,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-08T00:59:33.417566+00:00,2026-09-07
20260908T085056+0800-7bed948e,AI_SERVER_THERMAL_DENSITY,8996,8996.TW,高力,CONFIRMING,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-08T00:59:33.417566+00:00,2026-09-07
20260908T085056+0800-7bed948e,AI_SERVER_SHIPMENTS,2382,2382.TW,廣達,UNKNOWN,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-08T00:59:33.417566+00:00,2026-09-07
20260908T085056+0800-7bed948e,NAND_STORAGE_CYCLE,3260,3260.TWO,威剛,UNKNOWN,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-08T00:59:33.417566+00:00,2026-09-07
20260908T085056+0800-7bed948e,DATACENTER_COOLING_INFRA,3017,3017.TW,奇鋐,PERSISTENT,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-08T00:59:33.417566+00:00,2026-09-07
20260908T085056+0800-7bed948e,DATACENTER_COOLING_INFRA,8996,8996.TW,高力,CONFIRMING,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-08T00:59:33.417566+00:00,2026-09-07
20260908T085056+0800-7bed948e,AI_SERVER_SHIPMENTS,2317,2317.TW,鴻海,PRE_CONFIRMATION,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_ALPHA_RESEARCH,NOT_TRIGGERED,2026-09-08T00:59:33.417566+00:00,2026-09-07
20260908T085056+0800-7bed948e,POWER_ELECTRONICS_CAPEX,2308,2308.TW,台達電,PRE_CONFIRMATION,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_ALPHA_RESEARCH,NOT_TRIGGERED,2026-09-08T00:59:33.417566+00:00,2026-09-07
20260908T085056+0800-7bed948e,POWER_ELECTRONICS_CAPEX,1513,1513.TW,中興電,PRE_CONFIRMATION,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_ALPHA_RESEARCH,NOT_TRIGGERED,2026-09-08T00:59:33.417566+00:00,2026-09-07
20260908T085056+0800-7bed948e,SPECIALTY_MEMORY_PRICING,2337,2337.TW,旺宏,BROKEN,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-08T00:59:33.417566+00:00,2026-09-07
20260908T085056+0800-7bed948e,DATACENTER_POWER_INFRA,2308,2308.TW,台達電,PRE_CONFIRMATION,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-08T00:59:33.417566+00:00,2026-09-07
20260908T085056+0800-7bed948e,AI_SERVER_RACK_BUILD,2376,2376.TW,技嘉,PRE_CONFIRMATION,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_ALPHA_RESEARCH,NOT_TRIGGERED,2026-09-08T00:59:33.417566+00:00,2026-09-07
20260908T085056+0800-7bed948e,MEMORY_IC_CYCLE,5351,5351.TWO,鈺創,UNKNOWN,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-08T00:59:33.417566+00:00,2026-09-07
20260908T085056+0800-7bed948e,MATURE_NODE_FOUNDRY_UTILIZATION,5347,5347.TWO,世界,BROKEN,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-08T00:59:33.417566+00:00,2026-09-07
20260908T085056+0800-7bed948e,NAND_STORAGE_CYCLE,5289,5289.TWO,宜鼎,BROKEN,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-08T00:59:33.417566+00:00,2026-09-07
20260908T085056+0800-7bed948e,POWER_ELECTRONICS_CAPEX,1519,1519.TW,華城,UNKNOWN,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_ALPHA_RESEARCH,NOT_TRIGGERED,2026-09-08T00:59:33.417566+00:00,2026-09-07
20260908T085056+0800-7bed948e,AI_NETWORKING_UPGRADE,2345,2345.TW,智邦,BROKEN,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-08T00:59:33.417566+00:00,2026-09-07
20260908T085056+0800-7bed948e,AI_SERVER_SHIPMENTS,2356,2356.TW,英業達,UNKNOWN,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-08T00:59:33.417566+00:00,2026-09-07
20260908T085056+0800-7bed948e,COPPER_COMMODITY_TRADE_INVENTORY,1608,1608.TW,華榮,UNKNOWN,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-08T00:59:33.417566+00:00,2026-09-07
20260908T085056+0800-7bed948e,AI_SERVER_THERMAL_DENSITY,6230,6230.TW,尼得科超眾,BROKEN,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-08T00:59:33.417566+00:00,2026-09-07
20260908T085056+0800-7bed948e,DATACENTER_POWER_INFRA,6409,6409.TW,旭隼,BROKEN,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-08T00:59:33.417566+00:00,2026-09-07
20260908T085056+0800-7bed948e,COPPER_COMMODITY_TRADE_INVENTORY,1609,1609.TW,大亞,BROKEN,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-08T00:59:33.417566+00:00,2026-09-07
20260908T085056+0800-7bed948e,AI_SERVER_THERMAL_DENSITY,3324,3324.TWO,雙鴻,EXTENDED,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-08T00:59:33.417566+00:00,2026-09-07
20260908T085056+0800-7bed948e,AI_NETWORKING_UPGRADE,6285,6285.TW,啟碁,BROKEN,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-08T00:59:33.417566+00:00,2026-09-07
20260908T085056+0800-7bed948e,CONSUMER_ELECTRONICS_CYCLE,2317,2317.TW,鴻海,PRE_CONFIRMATION,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-08T00:59:33.417566+00:00,2026-09-07
20260908T085056+0800-7bed948e,AI_NETWORKING_UPGRADE,3596,3596.TW,智易,BROKEN,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-08T00:59:33.417566+00:00,2026-09-07
20260908T085056+0800-7bed948e,AI_NETWORKING_UPGRADE,5388,5388.TW,中磊,BROKEN,WATCH_RESEARCH,GATE_1_CAUSAL,STOCK_BLOCKED_WEAK_EDGE,NOT_TRIGGERED,2026-09-08T00:59:33.417566+00:00,2026-09-07
